5.90547,3.27998,0.814551,
5.31446,3.54313,1.14241,
4.78246,3.72065,1.49689,
4.30464,3.82637,1.86899,
3.87478,3.87247,2.25274,
3.48672,3.87402,2.63926,
3.13835,3.83552,3.02613,
2.82411,3.76691,3.40898,
2.54179,3.6712,3.78702,
2.28654,3.55909,4.15437,
2.05904,3.43055,4.51041,
1.85232,3.29511,4.85256,
1.66816,3.14982,5.18202,
1.50078,3.00259,5.49663,
1.34879,2.85277,5.79844,
1.21523,2.70144,6.08333,
