0.5349,1.3238,3.1413,0.86762,0.13238,
0.9706,1.9226,3.1068,0.80774,0.19226,
1.5048,2.4971,2.9981,0.75029,0.24971,
2.1033,3.0107,2.886,0.69893,0.30107,
2.766,3.4695,2.7645,0.65305,0.34695,
3.4705,3.8989,2.6306,0.61011,0.38989,
4.2435,4.2429,2.5136,0.57571,0.42429,
5.0201,4.5744,2.4055,0.54256,0.45744,
5.8299,4.8804,2.2897,0.51196,0.48804,
6.6821,5.1253,2.1926,0.48747,0.51253,
7.5201,5.3777,2.1022,0.46223,0.53777,
8.4084,5.559,2.0326,0.4441,0.5559,
9.2699,5.797,1.9331,0.4203,0.5797,
10.1622,5.9845,1.8533,0.40155,0.59845,
11.0609,6.1518,1.7873,0.38482,0.61518,
