0.002123,0.019511,1.97837,0.998049,0.0019511,
0.051679,0.259743,2.68858,0.974026,0.0259743,
0.22569,0.749726,3.02458,0.925027,0.0749726,
0.536033,1.34184,3.12213,0.865816,0.134184,
0.969726,1.93701,3.09326,0.806299,0.193701,
1.49878,2.49634,3.00488,0.750366,0.249634,
2.10527,3.00599,2.88874,0.699401,0.300599,
2.77224,3.46409,2.76367,0.653591,0.346409,
3.48589,3.87615,2.63796,0.612385,0.387615,
4.24302,4.23826,2.51871,0.576174,0.423826,
5.02787,4.56887,2.40326,0.543113,0.456887,
5.83906,4.86467,2.29626,0.513533,0.486467,
6.67255,5.13252,2.19493,0.486748,0.513252,
7.52279,5.37602,2.10119,0.462398,0.537602,
8.39076,5.59556,2.01369,0.440444,0.559556,
9.2732,5.79127,1.93553,0.420873,0.579127,
10.1624,5.98005,1.8575,0.401995,0.598005,
11.0622,6.1511,1.78672,0.38489,0.61511,
11.9753,6.30205,1.72269,0.369795,0.630205,
12.8925,6.44617,1.66129,0.355383,0.644617,
13.8166,6.5786,1.6048,0.34214,0.65786,
14.7443,6.7058,1.54989,0.32942,0.67058,
15.6823,6.81594,1.50181,0.318406,0.681594,
16.6222,6.92364,1.45418,0.307636,0.692364,
17.5613,7.02422,1.4104,0.297578,0.702422,
18.5184,7.11866,1.36844,0.288134,0.711865,
19.4858,7.20571,1.32924,0.279429,0.720571,
20.4022,7.29331,1.29006,0.270669,0.729331,
21.3464,7.36665,1.25762,0.263335,0.736665,
22.3412,7.44435,1.22204,0.255565,0.744435,
23.3429,7.51416,1.19039,0.248584,0.751416,
24.2501,7.57872,1.16119,0.242128,0.757872,
25.17,7.64402,1.13129,0.235598,0.764402,
26.1935,7.70427,1.10341,0.229573,0.770427,
27.227,7.76001,1.07808,0.223999,0.776001,
28.142,7.81305,1.05357,0.218695,0.781305,
29.0261,7.86765,1.02846,0.213235,0.786765,
30.0662,7.91641,1.00591,0.208359,0.791641,
31.1292,7.96213,0.984519,0.203787,0.796213,
32.0665,8.0084,0.963176,0.19916,0.80084,
32.9073,8.04991,0.943734,0.195009,0.804991,
33.9537,8.09292,0.923677,0.190708,0.809292,
35.0511,8.12905,0.906867,0.187095,0.812905,
36.0148,8.16907,0.888109,0.183093,0.816907,
36.7961,8.20381,0.871811,0.179619,0.820381,
37.8906,8.23934,0.855307,0.176066,0.823934,
39.1059,8.27282,0.839429,0.172718,0.827282,
39.9723,8.308,0.822753,0.1692,0.8308,
40.6511,8.33782,0.808731,0.166218,0.833782,
41.6705,8.36694,0.795011,0.163306,0.836694,
42.9183,8.39615,0.780919,0.160385,0.839615,
43.955,8.42611,0.766922,0.157389,0.842611,
44.6173,8.45177,0.754707,0.154823,0.845177,
