4,1,0,0,1,
3.58057,1.60002,0.199988,0.199988,0.800012,
2.61557,1.9196,0.520131,0.313983,0.557901,
2.04948,2.04581,0.903883,0.488413,0.511454,
1.63832,2.05125,1.31342,0.683968,0.473125,
1.31063,1.96206,1.72156,0.581565,0.28512,
1.04844,1.832,2.12204,0.658706,0.236072,
0.838903,1.67797,2.53121,0.818895,0.209747,
0.671,1.50979,2.93022,0.95027,0.184426,
0.536753,1.34252,3.27651,0.948035,0.154827,
0.429368,1.18133,3.55558,0.895838,0.116557,
0.343646,1.03057,3.75622,0.756078,0.0748792,
0.275008,0.893301,3.89503,0.910458,0.0641043,
0.219759,0.770145,3.99146,0.929771,0.0496206,
0.175813,0.659533,4.06162,0.974159,0.041511,
0.140677,0.562929,4.11368,0.994313,0.0351831,
0.112572,0.478489,4.15465,0.997153,0.0297223,
0.090031,0.405396,4.18751,0.995419,0.0247603,
0.0720991,0.34226,4.21411,0.988084,0.0198164,
0.057609,0.288442,4.2356,0.998399,0.0166324,
0.0460919,0.241998,4.25345,0.988491,0.0123198,
0.0368181,0.203023,4.26786,0.992198,0.0100156,
0.0294858,0.169724,4.27981,0.99808,0.0083095,
0.0235598,0.141719,4.28964,0.937052,0.00514852,
0.018882,0.118053,4.29779,0.998718,0.00427487,
0.0150777,0.0981812,4.30447,0.999424,0.0035228,
0.0120608,0.0816244,4.30986,0.998243,0.00284076,
0.0096955,0.067621,4.31445,0.992813,0.00217842,
0.0077332,0.0560745,4.3182,0.99985,0.00180261,
0.0062053,0.046468,4.32128,0.998645,0.00146235,
0.0049657,0.0384834,4.32378,0.999685,0.00120464,
0.0039635,0.0316065,4.32592,0.999947,0.000987703,
0.0031342,0.0261781,4.32763,0.99996,0.000816768,
0.0025194,0.0215566,4.32907,0.999937,0.000669514,
0.0020218,0.017707,4.33023,0.999798,0.000541448,
0.0016075,0.0145672,4.3312,0.999982,0.000444859,
0.0012946,0.0120152,4.33196,0.999796,0.000352061,
0.0010572,0.0098022,4.33262,0.999826,0.000283767,
0.0008253,0.0080337,4.33317,0.999961,0.000231853,
0.0006737,0.0066349,4.33357,0.999993,0.000191294,
0.0005392,0.0054512,4.33394,0.99979,0.000139093,
0.0004076,0.004487,4.33423,0.999993,0.000114213,
0.0003355,0.0036556,4.33447,0.999977,9.22713e-005,
0.0002691,0.0029652,4.33468,0.999888,7.31405e-005,
0.0002183,0.0024812,4.33482,0.999998,6.11611e-005,
0.000176,0.0020022,4.33496,0.99998,4.90128e-005,
0.0001374,0.0016471,4.33506,0.999995,4.02477e-005,
0.0001129,0.0013287,4.33516,0.999355,2.41353e-005,
9.03e-005,0.0010968,4.33522,0.999999,1.99064e-005,
7.12e-005,0.0009045,4.33528,0.999999,1.63766e-005,
5.94e-005,0.0007261,4.33533,0.999995,1.30359e-005,
4.34e-005,0.0005935,4.33537,1,1.06476e-005,
3.57e-005,0.0004864,4.33541,0.999995,8.52471e-006,
2.83e-005,0.0004032,4.33543,0.999996,7.01624e-006,
2.17e-005,0.0003271,4.33545,0.999999,5.6814e-006,
1.64e-005,0.0002656,4.33547,0.999972,4.27817e-006,
1.27e-005,0.000217,4.33548,1,3.49345e-006,
1.11e-005,0.000176,4.33549,1,2.82891e-006,
9.9e-006,0.0001418,4.3355,0.999999,2.26649e-006,
7.4e-006,0.0001147,4.33551,0.999997,1.8048e-006,
5.8e-006,8.84e-005,4.33552,1,1.39033e-006,
4.6e-006,8.14e-005,4.33552,0.999999,1.27403e-006,
4.7e-006,6.09e-005,4.33553,1,9.51959e-007,
4e-006,4.99e-005,4.33553,1,7.79688e-007,
2.7e-006,3.91e-005,4.33553,1,6.10691e-007,
2.3e-006,3.23e-005,4.33553,1,5.03887e-007,
1.4e-006,2.52e-005,4.33554,1,3.91479e-007,
1.6e-006,2.31e-005,4.33554,1,3.58725e-007,
1.3e-006,1.86e-005,4.33554,1,2.85437e-007,
9e-007,1.44e-005,4.33554,1,2.20163e-007,
6e-007,1.15e-005,4.33554,1,1.75652e-007,
6e-007,8.3e-006,4.33554,1,1.26734e-007,
5e-007,8.4e-006,4.33554,1,1.23174e-007,
5e-007,5.4e-006,4.33554,1,7.91136e-008,
2e-007,4.6e-006,4.33554,1,6.71819e-008,
1e-007,4.2e-006,4.33554,1,6.07937e-008,
1e-007,3.8e-006,4.33554,1,5.49892e-008,
1e-007,1.8e-006,4.33554,1,2.59741e-008,
0,1.8e-006,4.33554,1,2.59547e-008,
1e-007,1.2e-006,4.33554,1,1.72989e-008,
